file_path,subsystem,severity,status,issue
HID/Pedals/ThrustmasterPedalHIDInputReport.cs,HID,medium,pending,"Comment claims field range ""0 to 3"" but the field is a BYTE (0-255) — documentation/implementation mismatch needs reconciling"
HID/Pedals/ThrustmasterPedalHIDInputReport.cs,HID,low,pending,"Typo ""nummber"" in comments should be ""number"""
HID/Pedals/ThrustmasterPedalHIDInputReport.cs,HID,low,pending,Unused import UnityEditor outside of a conditional-compilation guard — verify it's properly wrapped in #if UNITY_EDITOR
HID/Pedals/ThrustmasterRudderPedals.cs,HID,medium,pending,No error handling around device/layout registration — failures fail silently
HID/Pedals/ThrustmasterRudderPedals.cs,HID,low,pending,"Unused using directives (UnityEngine.InputSystem.Layouts, UnityEngine.InputSystem, UnityEngine — verify which are actually unused)"
HID/Pedals/ThrustmasterRudderPedals.cs,HID,low,pending,"Empty Init() method serves no purpose — remove or document why it must exist (often needed only to force static constructor execution; if so, add a comment explaining that)"
Multiplayer/CameraTargetPovSwitcher.cs,Multiplayer,medium,fixed,"Fixed in prior pass: uses GameObjectTarget.TryGet directly, debug logs gated behind debugLogsEnabled"
Multiplayer/CameraTargetSetup.cs,Multiplayer,medium,fixed,"Fixed in prior pass: uses GameObjectTarget.TryGet instead of unsafe indexer, removed empty dead Update()"
Multiplayer/ClientRole.cs,Multiplayer,low,pending,No issues found on review
Multiplayer/CustomConnectionManager.cs,Multiplayer,medium,pending,debugLogsEnabled defaults to true — should default to false to avoid log spam in production/release builds
Multiplayer/CustomConnectionManager.cs,Multiplayer,medium,pending,nm.LocalClient?.PlayerObject can be null before .CompareTag() is called — add an explicit null check
Multiplayer/CustomConnectionManager.cs,Multiplayer,medium,pending,Singleton does not handle the case where the underlying GameObject is destroyed/scene reloaded — Instance can go stale
Multiplayer/CustomConnectionManager.cs,Multiplayer,medium,pending,No validation that spawn point arrays are non-null/non-empty before use in GetNextSpawnPoint
Multiplayer/CustomConnectionManager.cs,Multiplayer,low,pending,Public mutable fields playerPrefab and spectatorPrefab should be [SerializeField] private
Multiplayer/CustomConnectionManager.cs,Multiplayer,low,pending,Duplicate identical Debug.Log call in OnClientConnected (same message logged twice)
Multiplayer/GameObjectAssigner.cs,Multiplayer,high,fixed,Fixed in prior pass: now calls GameObjectTarget.Register in Awake and Unregister in OnDestroy
Multiplayer/GameObjectTarget.cs,Multiplayer,critical,fixed,Fixed in prior pass: rewritten from a public mutable static Dictionary into an encapsulated static class with Register/Unregister/TryGet/Clear methods
Multiplayer/LocalPlayerSetup.cs,Multiplayer,medium,fixed,"Fixed in prior pass: uses GameObjectTarget.TryGet, Debug.Log spam gated behind debugLogsEnabled flag"
Multiplayer/MenuUI.cs,Multiplayer,high,fixed,"Fixed in prior pass: hardcoded IP/port extracted to serialized fields with a SetServerAddress method, listener leak fixed with OnDestroy, bounds-checked prefab indexer"
Multiplayer/NetworkManager.cs,Multiplayer,medium,pending,File only contains an empty CustomNetworkManager stub extending NetworkManager with no real functionality
Multiplayer/NetworkManager.cs,Multiplayer,medium,pending,Unused fields spawnPoints and nextSpawnIndex — either implement spawn-point logic here or remove the stub entirely
Multiplayer/PersonMovement.cs,Multiplayer,medium,pending,No null check on cam before use — will crash on input if unassigned
Multiplayer/PersonMovement.cs,Multiplayer,medium,pending,No null check on agent (NavMeshAgent) before use in raycast-move handler — will crash if unassigned
Multiplayer/PersonMovement.cs,Multiplayer,low,pending,"Public mutable fields (cam, agent, etc.) should be [SerializeField] private"
Multiplayer/PersonMovement.cs,Multiplayer,low,pending,Hardcoded mouse-button index (0) inline rather than a named constant — minor readability/extensibility issue
Multiplayer/PlayerUtilInput.cs,Multiplayer,medium,pending,_mainMenu is never null-checked before use — will crash if not wired up in the inspector
Multiplayer/PlayerUtilInput.cs,Multiplayer,medium,pending,OnResetVR() has a TODO comment and no implementation — finish or remove
Multiplayer/PlayerUtilInput.cs,Multiplayer,low,pending,Debug.Log left in without a debug-flag gate
Multiplayer/RoleSelectionUI.cs,Multiplayer,high,fixed,"Fixed in prior pass: removed IP-leaking Debug.Log, hardcoded port extracted to serialized field, null guards added, dead RunStartWhenReady() coroutine removed"
Multiplayer/RotorSpin.cs,Multiplayer,medium,pending,No null check on rotor — will throw NullReferenceException every frame if unassigned
Multiplayer/RotorSpin.cs,Multiplayer,low,pending,Magic number 293 with no explanation (appears to be an RPM-to-degrees-per-second style conversion factor) — extract to a named/tooltipped constant
Multiplayer/RotorSpin.cs,Multiplayer,low,pending,Per-frame arithmetic for the rotation-speed factor could be pre-computed once in OnEnable/Start instead of recomputed every frame
Multiplayer/loadlastip.cs,Multiplayer,medium,fixed,Fixed in prior pass: file read wrapped in try/catch for robustness
Multiplayer/loadlastip.cs,Multiplayer,low,pending,"Class name still non-standard casing (""loadlastip"") — should be PascalCase; deferred rename to be done in the Unity Editor to preserve any scene/prefab references"
Navigation/PathFollower.cs,Navigation,high,pending,No null/empty check on waypoints list before indexing — NullReferenceException/IndexOutOfRangeException risk
Navigation/PathFollower.cs,Navigation,low,pending,Public mutable fields waypoints/speed/currentWaypointIndex should be [SerializeField] private
Navigation/PathFollower.cs,Navigation,low,pending,Hardcoded waypoint-reached distance (0.1f) with no explanation — extract to a tooltipped [SerializeField] field
Navigation/RandomPatrolAgent.cs,Navigation,high,pending,No null check on agent (NavMeshAgent) in Update — will throw if GetComponent failed in Start
Navigation/RandomPatrolAgent.cs,Navigation,medium,pending,No validation/log that NavMeshAgent was successfully retrieved in Start()
Navigation/RandomPatrolAgent.cs,Navigation,low,pending,Public mutable fields patrolRadius/stoppingDistance should be [SerializeField] private
Navigation/waypointInitializer.cs,Navigation,medium,pending,Class is a completely empty stub with no functionality — implement it or delete the file/class
Panels/CameraRegestry/DashboardCameraRegistry.cs,Panels,low,pending,"Folder name misspelled ""CameraRegestry"" — should be ""CameraRegistry"" (rename via Unity Editor / file system, verify no hardcoded path references)"
Panels/CameraRegestry/DashboardCameraRegistry.cs,Panels,low,pending,Commented-out debug log suggests debug tooling was removed inconsistently with other Debug.LogWarning calls left in the same file
Panels/CameraRegestry/DashboardCameraSource.cs,Panels,high,pending,"OnEnable/OnDisable registry (re-)subscription is commented out, so registration only happens in Awake — if the component is disabled and re-enabled it silently stops updating the registry (real correctness bug, not just style)"
Panels/CameraRegestry/DashboardCameraSource.cs,Panels,high,pending,No OnDestroy cleanup — destroyed sources remain registered in the static registry as stale references
Panels/DashboardManager.cs,Panels,high,pending,No null-check guard before panelLookup[DashboardPanelType.FollowCamera]-style dictionary access in Start() — KeyNotFoundException risk if BuildPanelLookup skipped an entry
Panels/DashboardManager.cs,Panels,medium,pending,"Public mutable fields (topLeft, topRight, bottomLeft, bottomRight, fullscreenRoot, gridRoot, focusedSlot) should be [SerializeField] private"
Panels/DashboardManager.cs,Panels,medium,pending,Singleton Instance not reliably cleared in all destroy paths — can go stale
Panels/DashboardManager.cs,Panels,low,pending,"Debug.Log left in hot path (SetPanelBySlotIndex, called from UI interaction)"
Panels/DashboardManager.cs,Panels,low,pending,"Singleton pattern is inconsistent with the other manager singletons in the project (CameraSwitcher, SpeedGrapher, ViewManager, WorldLookup) — consolidate on one reusable singleton base/pattern"
Panels/DashboardPanel.cs,Panels,high,pending,Dropdown event subscribed in Awake with no corresponding unsubscription in OnDestroy — memory leak on panel destroy/recreate
Panels/DashboardPanel.cs,Panels,medium,pending,No null-check on DashboardManager.Instance before calling SetPanelBySlotIndex
Panels/DashboardPanel.cs,Panels,low,pending,Public panelDropdown field should be [SerializeField] private
Panels/DashboardPanel.cs,Panels,low,pending,Debug.Log left in hot path (dropdown value-changed listener)
Panels/DashboardPanelEntry.cs,Panels,low,pending,No issues found on review
Panels/DashboardSlot.cs,Panels,low,pending,Public isFullscreen field (appears unused) should be [SerializeField] private or removed if dead
Panels/SpecificPanels/CameraDashboardPanel.cs,Panels,high,pending,panelCamera can be null after a registry lookup miss but is used unguarded in OnPanelShown/OnPanelHidden/SetFullscreen — crash risk
Panels/SpecificPanels/CameraDashboardPanel.cs,Panels,medium,pending,"Public fields (cameraType, panelCamera, displayImage, titleText, fullscreenButton) should be [SerializeField] private"
Panels/SpecificPanels/CameraDashboardPanel.cs,Panels,low,pending,"Hardcoded RenderTexture dimensions (1280x720, 1920x1080) should be named constants or config values"
Panels/SpecificPanels/CameraDashboardPanel.cs,Panels,low,pending,"GetComponentInParent chain used without an initial null-check guard (later guarded, but fragile ordering)"
Panels/SpecificPanels/EmptyDashboardPanel.cs,Panels,medium,pending,Event subscribed in Awake with no corresponding OnDestroy unsubscription — memory leak
Panels/SpecificPanels/EmptyDashboardPanel.cs,Panels,medium,pending,No null-check on DashboardManager.Instance before use
Panels/SpecificPanels/EmptyDashboardPanel.cs,Panels,low,pending,Redundant/duplicate null-check pattern that could be simplified
Panels/SpecificPanels/TelemetryDashboardPanel.cs,Panels,high,pending,Dropdown event subscribed in InitDropdown with no unsubscribe in OnDestroy/OnDisable — memory leak
Panels/SpecificPanels/TelemetryDashboardPanel.cs,Panels,medium,pending,"Static cache fields (cachedOptions, seriesNames) are never invalidated/cleared — stale-cache risk if enum values ever change at runtime"
Panels/SpecificPanels/TelemetryDashboardPanel.cs,Panels,medium,pending,SeriesPalette modulo/index logic can fail silently if the palette array is empty
Panels/SpecificPanels/TelemetryDashboardPanel.cs,Panels,low,pending,Magic numbers 0 and 1 (title row index / offset) repeated at multiple call sites instead of named constants
Panels/SpecificPanels/TelemetryLineGraphic.cs,Panels,medium,pending,SetVerticesDirty() called unconditionally every frame in Update() even when underlying data has not changed — should be event/dirty-flag driven
Panels/SpecificPanels/TelemetryLineGraphic.cs,Panels,low,pending,Magic numbers -180f/180f for rotation range should be named constants
Panels/SpecificPanels/TelemetryLineGraphic.cs,Panels,low,pending,No extensibility hooks for custom series types or color palettes — hardcoded to the current series model
Recording/HelicopterPlayback.cs,Recording,high,fixed,"Fixed in prior pass: OnDestroy/StopAllCoroutines added, null guards in WaitDelay, Path.Combine for paths, try/catch + float.TryParse with per-line validation for file parsing"
Recording/HelicopterPlayback.cs,Recording,low,pending,"Remaining: hardcoded rotor-rotation multiplier (6f, ""degrees per RPM unit"") lacks a clear explanation/derivation comment"
Recording/HelicopterRecorder.cs,Recording,high,pending,No try/catch around StreamWriter file I/O — crashes on I/O errors
Recording/HelicopterRecorder.cs,Recording,high,pending,Records a new journeyData entry every frame with no batching — memory/file-size growth concern for long sessions
Recording/HelicopterRecorder.cs,Recording,medium,pending,Uses string concatenation for paths instead of Path.Combine
Recording/HelicopterRecorder.cs,Recording,medium,pending,No OnDestroy to stop recording if the component is destroyed mid-recording
Recording/HelicopterRecorder.cs,Recording,low,pending,No null-check on transform before use in Update
Recording/HelicopterRecorder.cs,Recording,low,pending,"Hardcoded output file name ""HelicopterJourney.txt"" should be a configurable serialized field"
TImeTrialCameras/ExternalTrackCam.cs,TImeTrialCameras,medium,pending,"Unused fields never read after assignment: smoothSpeed, maxZoom, minZoom, maxDistance, minDistance"
TImeTrialCameras/ExternalTrackCam.cs,TImeTrialCameras,medium,pending,Uses FindObjectOfType<TimeTrialCameraManager>() in Start instead of a direct/injected reference — fragile coupling
TImeTrialCameras/ExternalTrackCam.cs,TImeTrialCameras,low,pending,"Public/[SerializeField] public conflicting field declarations (startingWaypoint, externalTrackCam) should be [SerializeField] private"
TImeTrialCameras/ExternalTrackCam.cs,TImeTrialCameras,low,pending,Per-frame null re-check in Update without caching the result
TImeTrialCameras/ExternalTrackCam.cs,TImeTrialCameras,low,pending,Unused using Unity.VisualScripting
TImeTrialCameras/TimeTrialCameraManager.cs,TimeTrialCameras,high,pending,"Per-frame FindGameObjectWithTag(""Helicopter"") call — expensive, should cache the result once"
TImeTrialCameras/TimeTrialCameraManager.cs,TimeTrialCameras,high,pending,IncrementWaypoint() indexes externalTrackCams[currentCam+1] without a bounds check
TImeTrialCameras/TimeTrialCameraManager.cs,TimeTrialCameras,medium,pending,No null check on externalTrackCams array before use
TImeTrialCameras/TimeTrialCameraManager.cs,TimeTrialCameras,low,pending,Debug.Log statements left in public methods
TImeTrialCameras/TimeTrialCameraManager.cs,TimeTrialCameras,low,pending,Hardcoded magic number (-1) used for array-bounds comparison instead of a named constant
TImeTrialCameras/TimeTrialCameraManager.cs,TimeTrialCameras,low,pending,"Folder name itself has a typo: ""TImeTrialCameras"" (capital I) — inconsistent with ""TimeTrial"" folder naming; consider renaming via Unity Editor"
TimeTrial/PlayerTimeTrialState.cs,TimeTrial,low,pending,"No issues found on review — proper null-checks, correct NetworkVariable usage, no obvious leaks"
TimeTrial/SpectatorTimeTrialView.cs,TimeTrial,high,pending,Potential null dereference: activeState.CurrentWaypoint accessed without confirming activeState is non-null
TimeTrial/SpectatorTimeTrialView.cs,TimeTrial,medium,pending,timingManagers[i].sectorTimesText.Length accessed without a null-check on sectorTimesText
TimeTrial/SpectatorTimeTrialView.cs,TimeTrial,medium,pending,GetComponentInChildren result used without a null-check guard
TimeTrial/SpectatorTimeTrialView.cs,TimeTrial,low,pending,"Hardcoded ""look-ahead waypoints"" constant (3) should be a named/tooltipped field"
TimeTrial/SpectatorTimeTrialView.cs,TimeTrial,low,pending,Per-frame loop over timingManagers with redundant null-checks — minor perf/readability cleanup opportunity
TimeTrial/Waypoint.cs,TimeTrial,medium,pending,checkpointFills[0]/[1] indices accessed with no bounds checking — will crash if array is misconfigured in the inspector
TimeTrial/Waypoint.cs,TimeTrial,medium,pending,No null-check on waypointManager before calling finishWaypoint/finishSector — will crash if not wired up
TimeTrial/Waypoint.cs,TimeTrial,low,pending,"Public method/field naming uses camelCase (setAsNext, checkpointPassed, resetCheckpoint, waypointNumber) instead of PascalCase — inconsistent with C#/Unity convention"
TimeTrial/Waypoint.cs,TimeTrial,low,pending,"Debug.Log left in OnTriggerEnter, a potentially hot/frequently-called path"
TimeTrial/WaypointManager.cs,TimeTrial,critical,fixed,"Fixed in prior pass: fixed bestLapSectors/currentLapSectors list-aliasing correctness bug, removed all per-lap/per-init LINQ allocations, added null guards on GetComponentInChildren chains, added singleton OnDestroy cleanup, gated debug logs behind debugLogsEnabled"
TimeTrial/WaypointManager.cs,TimeTrial,low,pending,"Public fields helicopterTransform, lapActive, goLock, currentLapSectors remain public — should be [SerializeField] private with accessor methods where external systems need them"
UI/AssistValues.cs,UI,medium,pending,"Struct is a near-duplicate of the ""assistValues"" struct declared in MainMenu.cs — consolidate into a single shared type"
UI/AssistValues.cs,UI,low,pending,"Naming inconsistency vs. MainMenu's lowercase ""assistValues"" (PascalCase here) — pick one convention"
UI/Compass.cs,UI,medium,pending,No null-check on helicopterTransform (only camera is checked)
UI/Compass.cs,UI,low,pending,"Uses ""new"" keyword to shadow base-class members — confusing, should rename instead"
UI/Compass.cs,UI,low,pending,Unused field graphics (List<Graphic>) declared but never populated/used
UI/Compass.cs,UI,low,pending,Hardcoded directions array plus a magic 45-degree divisor tightly couples the compass to a fixed direction count — blocks future extensibility
UI/DynamicLayoutUtil.cs,UI,medium,pending,GetComponent<RectTransform>() result not null-checked before being passed to LayoutRebuilder
UI/HelicopterComponents.cs,UI,low,pending,No issues found — proper singleton implementation with OnDestroy cleanup
UI/HelicopterHUD.cs,UI,high,fixed,"Fixed in prior pass: per-frame string concatenation replaced with reused StringBuilder + TMP SetText, magic numbers extracted to tooltipped serialized fields, dead commented code removed"
UI/HelicopterHUD.cs,UI,low,pending,Remaining: hudCenterRect and velocityMarkerGO are assigned in Start() but never subsequently used — dead fields to clean up
UI/HelicopterHUDDirectional.cs,UI,low,pending,Unused variable velocityMarkerGO assigned but not used meaningfully afterward
UI/HelicopterHUDDirectional.cs,UI,low,pending,Magic numbers for pixel-offset math and a sqrMagnitude threshold of 1 with no explanation
UI/HorrizonIndicator.cs,UI,medium,pending,"Class/file name typo: ""HorrizonIndicator"" should be ""HorizonIndicator"" (rename via Unity Editor to preserve references)"
UI/HorrizonIndicator.cs,UI,medium,pending,Update() sets a fixed hardcoded rotation every single frame regardless of any state change — wasteful and likely a leftover/incomplete feature
UI/HorrizonIndicator.cs,UI,low,pending,Unused field helitransform is assigned but never read
UI/HorrizonIndicator.cs,UI,low,pending,"Magic unexplained quaternion values (-90, 180, 0)"
UI/InputUI.cs,UI,medium,pending,No null-checks on referenced UI GameObjects before transform access
UI/InputUI.cs,UI,low,pending,Magic number _inputBounds = 65f with no explanation — extract to a tooltipped field
UI/MFD/FlightDynamicsControl.cs,UI,medium,pending,No min/max bounds validation when increasing/decreasing values
UI/MFD/FlightDynamicsControl.cs,UI,medium,pending,Repeated (int) casts of the current-selected-dynamic enum for indexing — fragile if the enum changes order/adds members
UI/MFD/FlightDynamicsControl.cs,UI,low,pending,Hardcoded 0.5 increment magic number repeated across Increase/Decrease/Widen/Narrow methods with no explanation
UI/MFD/FlightDynamicsControl.cs,UI,low,pending,Debug.Log left in a frequently-invoked increase/decrease handler
UI/MFD/FlightDynamicsUIController.cs,UI,medium,pending,No null-check on flightDynamicsControl before invoking events
UI/MFD/FlightDynamicsUIController.cs,UI,medium,pending,Hardcoded array size (4) instead of deriving it from the relevant enum's value count — blocks extensibility if new flight-dynamics types are added
UI/MFD/FlightDynamicsUIController.cs,UI,low,pending,Unused field rotaryComputer declared but never referenced
UI/MFD/TrimDirectionUIController.cs,UI,high,pending,"Color constructor bug: new(255, 255, 255, 0.1f) uses 0-255 range values in a 0-1 normalized Color constructor — produces an unintended (over-saturated/clamped) color; should be new(1, 1, 1, 0.1f)"
UI/MFD/TrimDirectionUIController.cs,UI,medium,pending,No null-checks on maxText/minText before setting their .text
UI/MFD/TrimDirectionUIController.cs,UI,low,pending,"Hardcoded color hex strings/alpha values (0.1f, 0.2f) with no named constants"
UI/MainMenu.cs,UI,medium,pending,"Duplicate/near-duplicate ""assistValues"" struct also defined in AssistValues.cs — consolidate into a single shared type"
UI/MainMenu.cs,UI,medium,pending,"Magic numbers (2f duration, 180, and controller gains 0.175/0.12/2.0/0.15/0.33) hardcoded with no explanation — extract to named/tooltipped fields"
UI/MainMenu.cs,UI,medium,pending,Multiple unguarded HelicopterComponents.Instance accesses without a full null-check chain
UI/MainMenu.cs,UI,medium,pending,"Deeply nested if-else logic for control-scheme selection — hard to read/maintain, consider a lookup table or strategy pattern"
UI/MainMenu.cs,UI,medium,pending,timeRemainingSeconds decremented by deltaTime before the paused-state check is applied — ordering bug risk
UI/MainMenu.cs,UI,low,pending,Debug.Log spam across multiple methods
UI/MainMenu.cs,UI,low,pending,Redundant duplicate assignment of m_mode in the same method
UI/PitchBar.cs,UI,medium,pending,"Dead code: a ""transforms"" List is populated but never used — logic always iterates the separate ""texts"" list instead"
UI/PitchBar.cs,UI,low,pending,Redundant GetComponent<Transform>() call on an object where .transform is already directly available
UI/PitchLadder.cs,UI,medium,pending,No null-check on camera inside the per-frame update loop (only checked once elsewhere)
UI/PitchLadder.cs,UI,low,pending,"Uses ""new"" keyword to shadow base-class members — confusing, should rename the members instead"
UI/PitchLadder.cs,UI,low,pending,"Magic hardcoded angles (0, 90, -90) with no explanation"
UI/PitchLadder.cs,UI,low,pending,"No cleanup (OnDestroy) of the dynamically created ""bars"" List/instantiated objects"
UI/PrefSettings.cs,UI,high,pending,FindObjectOfType/FindFirstObjectByType called in VariablesToObjects() instead of caching a reference — expensive and version-fragile
UI/PrefSettings.cs,UI,medium,pending,Large commented-out Update() body left in file — should be removed or finished
UI/PrefSettings.cs,UI,medium,pending,settingsMenu.SetUiVariables() called without full null-chain validation despite an earlier partial null-check
UI/PrefSettings.cs,UI,medium,pending,Hardcoded JSON file path structure with no validation that the directory exists
UI/PrefSettings.cs,UI,low,pending,Debug.Log spam across multiple methods
UI/PrefSettings.cs,UI,low,pending,Magic number 200.0f used for audio-volume conversion with no explanation
UI/SettingMenuOpener.cs,UI,medium,pending,Update() polls input every frame with no null-checks on the referenced GameObjects
UI/SettingMenuOpener.cs,UI,low,pending,Public mutable fields settingMenu/bottomMenu should be [SerializeField] private
UI/SettingsMenu.cs,UI,high,pending,int.Parse()/uint.Parse() calls with no try/catch or TryParse — crashes on invalid input
UI/SettingsMenu.cs,UI,medium,pending,No null-check on prefSettings before use
UI/SettingsMenu.cs,UI,low,pending,Debug.Log left in hot path (menu open)
UI/SettingsMenu.cs,UI,low,pending,Dead commented-out code left in file
UI/TaxiComponenets.cs,UI,medium,pending,"Class/file name typo: ""TaxiComponenets"" should be ""TaxiComponents"" (rename via Unity Editor to preserve references)"
UI/TaxiComponenets.cs,UI,medium,pending,No null-checks on assigned references before use
UI/TaxiComponenets.cs,UI,low,pending,Fields declared with both [SerializeField] and public modifiers together (redundant/anti-pattern) — pick one (prefer [SerializeField] private)
UI/UIHelper.cs,UI,low,pending,"Parameter name typo ""uiOjbect"" should be ""uiObject"""
UI/UIHelper.cs,UI,low,pending,"Unused usings: System.Collections, System.Collections.Generic"
UI/UISliderController.cs,UI,medium,pending,float.Parse() has no try/catch or TryParse — crashes on invalid user input
